"X","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"18767",18767,600,158,-30.7,127,24,-0.05,0.06,0.1,50,31,-227,160,511,-472,-32.3,-29.6,-32.6,11,-3.74,0.43,0.77,-90,-50,43,691,55,219,67.66280584,-25.43177546,-83.00767326,18,0.45,-0.27,-0.36,-45,112,-132,-512,318,100,0,0,0,29,1.03,-2.89,-1.1,-201,199,-5,-584,-82,493,"E"
"6361",6361,255,0.84,2.73,-88.8,3,0.05,0,-0.07,-8,0,31,26,571,-421,89.6,-23.1,42.3,19,-4.34,1.49,-0.33,-16,182,23,614,29,349,50.56499259,48.40650105,83.42762636,11,1.67,-1.17,-0.66,49,51,78,-169,361,395,172,23.4,-134,34,-0.05,-3.02,-0.44,-185,-146,242,-395,-283,65,"B"
"1437",1437,209,121,-43.9,173,18,0.1,0.11,-0.16,49,44,-160,164,606,-307,-7.14,-23.6,-41.9,26,0.11,-0.55,0.8,150,-112,-175,741,-73,-152,51.37751876,-33.79918499,-93.61776659,17,-0.02,0.14,0.08,-56,83,-136,-560,278,30,0,0,0,40,0.43,2.02,0.52,-358,163,29,-654,71,528,"A"
"7089",7089,443,0.98,2.97,-88.1,5,0.18,0.02,0.02,-10,0,44,46,631,-309,0,0,0,29,-3.5,1.7,-0.1,49,46,-274,666,-146,-270,91.68041223,-38.66255553,-49.7708384,34,-0.11,1.75,0.33,-124,261,-157,-291,537,64,162,35.3,-162,26,0.48,-4.88,-1.16,-82,105,-212,-567,-92,446,"B"
"485",485,59,124,26.3,-3.38,20,-0.48,-0.02,-0.46,-42,74,-178,1,584,-379,138,-13.4,105,8,0.64,-0.48,0.03,23,2,77,-309,359,519,-25.87888657,27.53713414,118.8133149,6,-0.31,0.14,-0.36,17,-16,58,515,-536,-145,93.2,4.18,81.9,35,0.43,-0.53,0.08,113,273,-179,-150,745,632,"A"
"4824",4824,682,119,15.8,1.18,18,0.22,0.1,-0.15,-21,62,-160,27,597,-336,-49.9,-38.4,4.8,22,1.19,-0.92,0.9,134,-107,-131,733,-18,4,9.484487781,-4.736908509,146.47166,2,0.21,0.16,-0.05,-1,2,21,-488,370,-173,34.2,-0.95,-62.3,8,-0.31,1.16,-0.18,-26,70,21,-37,693,497,"A"
"7058",7058,442,1.03,6.5,-87.7,5,0.13,0,-0.03,-18,5,40,60,627,-314,0,0,0,36,0.02,0.02,-0.03,-255,174,-165,-312,456,426,92.01173392,-17.90915017,-61.74292414,34,0.63,-0.34,-0.82,-60,268,-195,-126,610,61,-169,36.9,-97.5,48,0.22,0.14,0.05,-49,-383,-266,-81,-613,0,"B"
"9888",9888,266,1.48,2.02,-88.4,2,-0.03,0,-0.05,-5,4,21,32,564,-435,95.9,11.9,118,30,-1,0.14,0.31,-216,187,-75,-436,309,486,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,174,11.8,1.42,25,-0.42,1.51,0.41,177,4,171,510,-444,-16,"C"
"17634",17634,302,1.07,2.39,-87,3,0.11,0.03,0,-12,4,28,38,565,-408,85.5,4.31,122,33,0,-0.08,0.2,-235,161,-148,-394,292,534,42.47312675,20.75243186,109.199581,6,-0.05,-0.08,0.23,13,26,56,-418,231,324,179,18.8,-81.9,30,-0.26,2.73,1.07,-47,-211,196,226,-821,142,"E"
"10360",10360,373,1.49,6.26,-92.8,3,0,0,0,-19,2,16,-1,597,-318,79.4,13.1,113,33,-0.08,-0.16,0.23,-289,96,-101,-320,342,539,-108.6589552,-4.215746149,48.204795,2,0.03,-0.02,0.02,-1,-21,11,-566,259,0,145,10.7,120,40,-0.02,-2.55,-0.61,15,330,-213,-490,680,562,"C"
"4825",4825,682,119,15.8,1.22,18,0.22,0.11,-0.16,-26,62,-160,27,612,-329,-49.1,-38.3,3.45,22,1.19,-0.95,0.97,130,-106,-133,728,-16,2,41.31633365,-15.1140455,112.7619826,2,0.21,0.16,-0.02,-3,8,18,-497,375,-172,34.4,-1.39,-61.9,8,0.05,1.12,0.28,13,62,52,-18,679,493,"A"
"242",242,49,128,27.8,1.49,21,-0.47,-0.02,-0.46,-41,69,-186,0,565,-391,-1.09,-4.02,-65,3,-0.14,-0.21,0.05,-1,-8,27,-396,319,505,-23.90482641,16.85142129,127.640179,10,0.48,-0.11,-0.31,17,-24,97,486,-562,-19,81.8,-2.48,108,34,0,-0.13,0.2,155,246,-170,-134,749,667,"A"
"11177",11177,477,0.58,5.01,-87.8,5,0.03,0,-0.03,-16,3,46,48,637,-303,0,0,0,39,1.86,-0.74,0.48,123,35,-359,656,-116,-286,54.43482002,-54.87090469,-74.51228241,27,0.34,0.13,-0.41,-140,139,-182,-517,275,133,146,17,127,31,0.22,0.67,0.82,-104,230,-170,-579,647,646,"C"
"3057",3057,341,1.37,7.95,-93.4,3,-0.02,0.02,-0.05,-24,4,20,1,607,-296,80.8,32.4,81.3,33,0.93,-0.74,0.46,-270,164,-67,-334,390,494,146.0139106,11.06572212,0,2,-0.37,-0.27,0.1,2,18,0,-535,328,-45,72.8,-54.6,172,41,0.31,0.61,0.33,147,287,-235,-23,654,413,"A"
"18472",18472,587,160,-29,131,26,0.14,0.08,-0.25,69,59,-242,129,485,-514,-20,-28.7,-33.4,6,1.64,-0.96,0.64,24,-37,42,567,125,385,66.78567884,-23.63861789,-84.71715737,20,0.08,-0.32,-0.31,-45,119,-144,-482,382,68,0,0,0,51,0.79,2.18,0.33,-230,445,20,-592,705,660,"E"
"8790",8790,768,115,17.6,-6.61,18,0.02,0.14,-0.21,-21,65,-158,12,610,-313,-26.5,0.3,-35.1,9,-2.07,0.55,-0.62,-31,-78,19,532,96,423,78.46998798,70.40092494,28.99262291,19,-0.02,-0.19,-0.13,120,131,53,-8,632,-107,-53.7,-1.92,153,48,0.61,-2.6,0,-398,-256,-25,-309,-490,35,"B"
"15827",15827,801,14.1,-4.67,-77.9,5,0.06,-0.06,-0.28,16,13,-40,96,383,-605,75.4,13.4,108,33,1.65,-0.56,0.49,-257,181,-91,-356,309,549,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-177,20.3,11.7,35,0,-4.06,-0.64,139,272,149,334,-24,-186,"D"
"5240",5240,812,1.08,1.87,-88.2,3,-0.03,0.02,-0.05,-3,3,29,29,572,-420,77.3,5.43,92.5,27,1.73,-0.26,0,-191,183,-47,-170,279,608,-118.760931,-38.00760751,4.639052715,2,0.11,-0.4,-0.2,-8,-20,1,-418,238,314,167,11.2,110,37,-0.03,-0.26,0.26,-64,294,211,-679,1150,-512,"A"
"1386",1386,207,121,-43.8,174,17,0.1,0.11,-0.16,47,43,-158,170,610,-312,45.4,64.4,-3.79,17,1.51,-0.96,0.43,-154,-19,47,87,261,608,58.05510369,-28.1007491,-90.89063367,17,0.24,0.11,0.07,-45,89,-128,-547,294,33,0,0,0,40,0.96,0.75,0.41,-17,391,-48,-106,746,498,"A"
"17759",17759,307,1.14,3.14,-87.8,3,0.14,0.02,0,-12,3,29,44,571,-422,74.8,-16.2,47.5,20,-1.16,0.47,-0.08,80,166,54,472,85,476,34.72187162,14.4468243,119.2341308,8,-0.19,0.03,0.28,11,26,71,-386,234,341,-179,17.4,-26.6,28,0.16,-3.6,-0.8,215,51,156,520,-609,35,"E"
"8757",8757,766,116,16.6,-6.78,17,0.13,0.13,-0.1,-20,63,-156,22,598,-321,-53.7,-23.3,1.88,21,2.41,-1.49,1.02,118,-110,-132,732,-61,-27,34.76068598,0,122.3189467,7,0.02,0.08,-0.08,0,25,69,-446,435,-43,20.3,20.7,-99.1,21,0.31,-2.14,-0.26,-106,176,27,-343,775,629,"B"
"6464",6464,259,1.35,2.06,-88.2,2,0,0.02,-0.07,-5,1,22,35,565,-433,90.1,-27.5,32.8,16,-4.13,1.45,-0.57,41,148,-7,664,-56,291,33.18982853,55.43069848,90.32675333,12,1.17,-1.11,-0.77,63,39,94,-116,373,411,174,18.5,-42.6,25,0.16,-4.46,-1.41,151,89,167,411,-632,-5,"B"
"15254",15254,609,124,-41.9,166,17,0.11,0.11,-0.13,47,42,-154,163,621,-297,-16.9,14.8,-76.3,19,-1.72,0.02,0.15,-172,-49,44,34,207,640,30.7,-29.6,-113.7,18,-0.43,0.47,0.9,-52,54,-162,-603,171,23,0,0,0,47,1.33,-2.01,-0.03,19,462,-27,-296,809,641,"D"
"16641",16641,42,-4.74,3.84,-92.8,4,0.19,-0.02,0,-16,4,34,-12,611,-270,93.1,-29.5,28,13,-3.89,1.75,-0.59,-23,109,-56,695,-4,242,87.06817247,40.99257762,53.08367376,9,0,-0.67,0.61,37,71,47,-395,454,38,170,53.4,-161,23,-0.42,3.28,1.16,-124,64,-173,-601,-59,455,"E"
"17656",17656,303,0.98,2.36,-87.2,3,0.11,-0.02,-0.05,-7,4,26,40,568,-414,82.8,-12.9,93.5,28,-3.24,1.38,-0.67,-148,225,55,60,210,630,60.28171254,57.52655448,66.68420232,18,-0.03,-0.29,-0.16,95,99,108,-135,380,386,179,12.6,23.3,43,-0.02,-0.22,0.3,259,300,137,232,253,-201,"E"
"7983",7983,687,117,16.7,-1.63,17,0.11,0.13,-0.2,-22,63,-157,30,609,-317,-26.6,-24.6,-17.5,13,-1.2,-0.16,1.03,96,-70,-49,693,60,160,-33.45089664,-16.48989946,119.4953573,4,0.05,0.14,-0.1,-6,-12,34,-488,375,-176,18.3,27.8,-74.5,23,-0.39,1.24,0.46,-192,109,48,-455,762,693,"B"
"11697",11697,560,126,-41.6,162,18,0.16,0.11,-0.16,54,43,-159,163,599,-307,-11.2,8.56,-56.7,17,2.01,-1.08,0.92,-159,-19,61,135,256,582,37.80519007,-35.12653692,-104.1858447,16,0.29,-0.03,-0.1,-55,59,-138,-574,231,82,0,0,0,44,1.03,1.01,0.48,-305,301,24,-701,509,701,"C"
"7245",7245,450,0.8,5.26,-87.1,4,0.1,0,0,-6,1,34,57,628,-320,0,0,0,38,3.5,-2.18,0.46,-244,273,-36,127,425,467,54.38234297,-46.93501923,-81.31161,30,0.87,-0.69,-1.36,-132,151,-212,-442,396,125,162,16.4,-169,23,1.45,-6.12,-0.94,-3,142,-170,-624,24,485,"B"
"17626",17626,302,1.29,2.25,-86.4,3,-0.08,0.02,-0.08,-7,2,24,41,569,-426,82,2.93,122,33,-0.42,-0.06,0.2,-238,156,-153,-405,259,545,52.23802155,38.35428388,89.73540851,12,0.1,-0.26,-0.05,45,60,94,-300,293,373,-179,14.5,9.76,36,0.08,2.97,1,233,234,127,417,-139,-112,"E"
"18735",18735,598,140,-32.8,133,18,0.22,0.05,-0.62,43,25,-174,175,590,-319,-21.9,-32.3,-33.7,2,3.42,-1.96,0.11,10,5,-18,635,205,237,119.0264309,22.84370018,-29.88192934,23,-0.47,0.98,0.36,50,205,-65,-104,584,134,0,0,0,37,1.12,0.9,0.49,48,354,-42,69,639,454,"E"
"8511",8511,709,117,15.9,-4.5,17,0.1,0.13,-0.13,-18,61,-158,15,598,-325,-37.4,-13.4,-39.8,5,2.62,-1.36,0.72,-12,-40,29,571,168,366,96.45303579,56.72545372,-19.07973769,6,0.1,0.58,0.03,34,52,-12,-208,586,-85,14.7,18.3,-99.1,18,0.8,-2.46,-0.49,-69,139,81,-334,795,763,"B"
"15212",15212,608,124,-41.9,166,17,0.11,0.11,-0.16,50,44,-158,167,604,-293,-16.7,-11.9,-45.7,9,0.37,-0.53,0.9,-4,-79,40,514,80,442,37.96036685,-27.12520075,-109.5868474,18,0.11,0.02,-0.15,-47,65,-156,-568,242,22,0,0,0,46,1.03,0.51,0.49,-319,321,48,-711,465,747,"D"
"4709",4709,676,120,16.3,0.18,19,0.06,0.11,-0.18,-22,67,-172,28,596,-343,-50.3,-34.8,-5.68,18,1.46,-0.88,0.64,113,-101,-96,726,-4,61,105.5990372,35.5602583,35.5602583,1,-0.32,0.13,0.02,2,5,2,-483,384,-212,19.3,10.8,-94.5,20,0.08,-1.38,-0.98,-135,147,14,-293,773,611,"A"
"911",911,184,118,17.8,-3.44,18,0.03,0.13,-0.2,-22,65,-161,18,598,-332,-81.7,-21.1,-92.6,26,-1.93,0.08,0.11,-242,-50,71,-42,178,670,-5.194076469,-15.63889408,140.5872415,2,-0.29,0.08,0.2,-3,-1,19,-501,372,-177,16.3,5.72,-70.3,17,-0.16,0.96,0.61,-98,139,14,-181,750,571,"A"
"10676",10676,456,1.06,4.02,-87.7,4,0.05,0,0,-13,2,40,41,630,-299,0,0,0,24,3.47,-2.65,0.34,31,80,-221,745,-116,-104,54.09564585,-51.61089006,-77.66760473,29,0.35,0.16,-0.43,-138,144,-196,-536,241,127,158,-3.21,76.3,34,0.14,-0.66,-0.08,181,218,-180,18,653,676,"C"
"16680",16680,44,0.84,7.14,-93.2,4,0.06,0,-0.02,-19,6,29,4,608,-281,85.1,8.16,117,30,-0.27,0.18,-0.25,-258,141,7,-390,344,540,-65.96317263,-23.79411248,85.45068851,2,0.13,-0.19,-0.28,-5,-13,16,-554,287,25,141,13.9,103,39,-0.08,-0.88,-0.15,64,304,-226,-280,750,586,"E"
"13226",13226,118,120,25.4,-7.31,19,-0.43,-0.03,-0.43,-37,71,-168,9,583,-362,3,-4.16,-18.4,37,-2.62,0.43,0.64,360,-30,52,736,80,97,-14.38079923,10.52905099,139.2129094,11,0.39,-0.29,-0.2,11,-15,103,456,-591,-103,148,47.5,142,39,0.08,-1.72,-0.15,-239,234,-187,-705,339,450,"D"
"6426",6426,258,2.37,3.42,-88.4,1,-0.05,0.02,0.03,-5,2,12,41,560,-445,140,-15,-81.6,42,3.1,-1.16,0.08,38,-2,-414,176,-280,-517,-123.7108585,-20.8920614,-25.62904373,4,-0.59,-0.22,0.49,-9,-41,-11,-494,167,268,-179,12.2,111,39,-0.35,0.22,0.57,-55,307,226,-710,1140,-515,"B"
"12506",12506,785,0.66,5.38,-87.8,5,0.02,0,-0.02,-20,3,45,62,636,-296,0,0,0,35,-3.79,1.73,-1.16,-220,260,50,199,297,556,56.32499189,-54.16205563,-73.44551444,28,0.31,0.13,-0.3,-140,145,-182,-529,267,120,147,20.2,135,32,0.05,-0.05,-0.08,-131,228,-174,-616,593,656,"C"
"5644",5644,72,124,26.4,-1.59,20,-0.5,-0.03,-0.46,-43,73,-179,4,587,-376,-132,-22.8,36.7,44,1.65,-1.53,0.15,388,-98,-160,618,-83,-363,-14.30695006,22.1155167,130.6092112,9,0.5,-0.08,-0.34,20,-13,88,517,-547,-85,137,47.5,137,34,0.63,-2.71,-0.39,-100,269,-166,-673,545,647,"B"
"1368",1368,206,121,-43.7,174,17,0.06,0.11,-0.21,51,44,-155,169,610,-304,31.7,-16.3,-32.2,24,1.46,-0.9,1.21,132,-109,-165,758,-56,-76,57.39273146,-31.83350004,-89.35007423,16,0.16,0.02,-0.15,-49,85,-122,-543,295,41,0,0,0,49,0.45,2.2,0.84,-128,456,44,-506,788,752,"A"
"5986",5986,87,121,26.9,-6.36,19,-0.66,-0.02,-0.52,-32,69,-167,-15,591,-346,146,18.7,103,14,2.2,-1.53,-0.21,-6,76,111,-244,474,425,-87.07202008,-66.19973951,19.42036188,14,-0.39,0.31,-0.18,-86,-107,27,24,-722,-241,141,-4.71,102,44,0.71,-2.46,-0.49,99,399,-145,-278,787,705,"B"
"14724",14724,493,0.95,4.92,-88.3,5,0.03,0.02,0.02,-14,2,42,42,634,-305,0,0,0,17,-2.28,1.2,-0.62,-11,169,11,496,161,441,77.1,-40.4,-64.3,31,0.03,-0.14,-0.21,-118,209,-180,-424,414,132,148,28.3,129,32,0.03,-0.06,-0.05,-131,225,-172,-627,574,656,"D"
"16102",16102,5,158,-29.1,129,25,0.13,0.1,-0.15,58,39,-233,143,486,-512,-75.3,-36.9,29.9,29,-2.81,0.31,1.36,68,-132,-238,665,-90,-324,80.4424968,-19.01088253,-73.05580054,17,0.42,-0.26,-0.03,-32,122,-113,-522,304,85,0,0,0,56,1.33,-2.95,-0.08,-12,547,-27,-413,792,630,"E"
"19568",19568,847,-5.1,4.02,-92.7,4,0.16,0.03,0.02,-17,9,38,-1,627,-242,102,-62,-14.6,24,2.12,-0.87,0.52,122,-10,-203,766,-242,-20,87.20642154,28.31294207,61.80133751,10,0.48,-1.27,0.02,27,74,56,-472,405,24,141,14.5,113,43,-0.13,-1.38,-0.49,-117,360,-186,-475,708,568,"E"
"14277",14277,393,1.31,6.73,-93.5,3,-0.02,0,0,-20,5,22,1,601,-308,69.2,5.28,118,32,-0.16,0.05,0.05,-267,130,-95,-345,331,536,115.4663826,28.9873469,-28.9873469,4,-0.13,-0.05,-0.05,10,32,-10,-505,368,-40,-172,54.4,-177,22,-0.27,2.39,0.56,-137,69,-156,-668,125,531,"D"
"11022",11022,470,0.82,4.89,-87.5,5,-0.05,-0.02,0,-14,1,44,56,632,-307,0,0,0,20,-0.88,0.11,0,33,89,-166,661,101,281,53.01254085,-48.25979261,-81.4368936,29,0.42,-0.03,-0.72,-134,146,-210,-523,328,58,129,-15.7,91,32,-0.03,-0.06,-0.03,190,188,-169,-14,680,741,"C"
"3178",3178,345,1.1,7.67,-93.1,3,0.02,0,-0.03,-19,3,27,5,605,-288,71.3,18,93.2,32,1.48,-0.69,0.38,-278,140,-57,-267,340,544,28.41962964,11.23908964,126.4022095,2,0,-0.02,-0.02,2,5,17,-545,306,-22,94.6,-28.6,126,38,-0.47,1.54,-0.02,113,285,-209,-193,731,515,"A"
"2456",2456,317,0.88,4.74,-87.9,5,0.02,0,0,-13,1,43,50,631,-304,0,0,0,38,0.02,-0.03,-0.03,-281,155,-192,-425,457,339,51.4908624,-46.06036136,-84.54598805,32,0.32,0.74,-0.72,-139,154,-234,-522,343,16,51,-56.5,163,33,0,0.03,-0.05,232,96,-203,127,539,702,"A"
"2913",2913,335,1.36,7.32,-93.8,3,0.02,0.02,-0.03,-15,0,23,-1,605,-312,-0.83,74,3.82,10,-2.14,0.14,-0.31,58,30,-68,678,-34,286,128.4744885,17.01191643,22.7695452,2,-0.34,-0.18,0.08,3,17,4,-538,316,-51,40,4.29,171,30,-0.4,2.41,0.75,-129,207,-156,-697,391,661,"A"
"5829",5829,79,121,26.3,-5.31,19,-0.35,0,-0.43,-40,78,-169,-3,595,-369,145,26.5,-19.2,39,2.47,-2.38,0.02,352,-82,-134,607,-58,-380,-99.82816213,-42.2290395,36.21415968,15,0.29,0.39,-0.82,-59,-121,51,158,-712,-203,117,43.3,129,31,-0.55,2.95,0.9,-72,258,-144,-715,440,771,"B"
"10927",10927,466,0.88,4.73,-87.9,4,-0.05,-0.02,-0.03,-15,-9,40,56,630,-299,0,0,0,41,1.06,-0.83,0.03,-307,233,-112,-378,453,377,41.12142998,-55.80666412,-84.53432409,30,0.03,0.24,0.28,-155,117,-219,-548,272,80,130,11.4,110,30,-0.56,4.9,0.56,49,245,-153,-468,755,754,"C"
"5214",5214,794,0.46,5.17,-88.1,5,-0.02,-0.02,-0.02,-17,0,48,46,629,-300,0,0,0,38,0.02,0.02,-0.03,-282,157,-194,-429,462,348,56.74111176,-50.37106341,-76.35593596,30,0.32,0.11,-0.3,-141,157,-202,-517,343,67,50.8,-56,169,40,0.24,0.03,0.33,311,123,-199,144,536,671,"A"
"17404",17404,168,149,9.24,52.8,23,0.1,0.14,0.1,-21,60,-220,25,498,-488,-48,5.83,-81.8,24,2.33,-1.28,1.15,-224,-20,64,-15,239,633,-100.0213441,-56.04036888,-9.611829964,14,0.06,0.42,-0.28,-72,-114,-13,-492,391,-29,-19.6,54.5,-110,25,-0.66,2.25,0.18,-227,86,26,-627,578,565,"E"
"13951",13951,291,3.08,3.39,-84.4,2,-0.08,0.29,1.16,-1,-19,-15,72,517,-492,93.1,6.56,137,30,1,0.13,-0.31,-226,147,-107,-569,288,382,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-178,4.92,129,38,-0.14,-0.45,0.18,-106,291,213,-933,1240,-619,"D"
"11651",11651,558,127,-41.8,162,18,0.05,0.11,-0.2,48,45,-162,161,604,-301,-12.9,41,-85.4,29,-0.03,-0.5,0.9,-278,-38,-17,-347,327,550,43.17680861,-29.66946109,-103.5044005,18,0.26,0.08,-0.18,-51,73,-150,-559,272,41,0,0,0,44,0.74,1.59,0.44,-20,427,-16,-191,790,599,"C"
"3392",3392,412,1.04,5.81,-88.2,5,0.02,0,-0.02,-17,1,42,57,632,-313,0,0,0,38,-0.02,0,-0.05,-277,157,-187,-402,432,400,53.59540257,-51.55949098,-78.15221556,29,0.34,0.19,-0.36,-140,145,-200,-521,328,68,52.4,-42.3,159,33,0,-0.02,-0.05,226,117,-203,126,561,661,"A"
"12171",12171,724,120,14.2,2.74,18,0.11,0.13,-0.15,-22,66,-165,24,593,-336,-54,29,-113,32,0.43,-0.1,-0.11,-308,-61,-45,-424,317,575,-111.8944816,-43.32603199,12.02415621,7,0,0.34,-0.05,-28,-60,8,-469,405,-18,-14.9,44.6,-112,35,-0.34,1.59,0.2,-332,49,47,-673,506,564,"C"
"2713",2713,327,1.25,6.66,-94.2,3,-0.06,0,-0.03,-17,3,25,-5,607,-306,-140,6.58,-169,34,0.02,-0.03,0,-289,113,-126,-377,351,513,28.41962964,11.23908964,126.4022095,2,0.05,0.1,0.05,2,5,17,-531,329,-42,13.2,-63.7,-137,36,0.03,-0.03,0,190,205,-217,-12,652,471,"A"
"10525",10525,380,1.18,6.33,-93,3,-0.06,0.02,-0.03,-17,3,27,5,608,-291,82.1,27.6,91.9,30,0.13,-0.14,0.07,-248,148,-40,-292,367,532,-122.7215521,-30.60530225,15.12244445,3,-0.24,0.18,0.34,-8,-25,4,-591,186,13,165,45.6,170,31,-0.16,-2.91,-0.38,-139,179,-205,-678,233,461,"C"
"19071",19071,629,140,19.4,22.5,25,-0.61,-0.11,-1,-58,84,-227,16,535,-446,84.7,19.8,29.4,23,-4.53,1.36,-0.23,157,21,159,585,105,379,1.132664337,17.07241519,139.9689471,9,0.75,0.1,-0.52,15,1,87,571,-462,-36,171,18.1,-103,39,-0.9,2.49,0.36,-1,-240,-303,-54,-707,-201,"E"
"18156",18156,506,-1.8,1.52,-85.1,2,0.05,0.06,0.16,-4,-8,21,56,622,-326,0,0,0,23,1.46,-0.34,0.46,-146,161,-46,176,259,577,94.77913232,-35.27831859,-48.94945074,29,0.45,-0.4,-0.62,-97,228,-132,-260,506,173,154,-8,77,47,0.9,-2.49,-0.13,192,396,-133,-81,720,767,"E"
"8693",8693,750,125,-43.7,168,18,0.08,0.11,-0.21,45,46,-164,162,599,-288,21.7,-50.4,-24.2,28,0.47,-0.59,0.77,168,-123,-172,723,-86,-204,53.91429862,-33.8635587,-91.28359789,17,0.22,0.1,-0.2,-55,85,-131,-554,279,51,0,0,0,41,1.03,-0.5,0.03,-375,147,26,-631,5,497,"B"
"2045",2045,234,1.84,4.36,-88.3,3,0,0.02,0.03,-11,3,22,41,568,-435,70.8,-31.3,52.3,14,-3.85,0.69,-0.71,-17,135,-5,549,-13,421,13.08074961,26.39228481,127.4833405,2,0.05,0.1,-0.26,6,3,22,-394,300,306,-172,-5.65,-43,24,-0.45,2.75,0.43,130,-86,173,414,-801,104,"A"
"2360",2360,313,0.39,4.6,-88.3,4,-0.05,0,-0.02,-13,3,40,48,634,-309,0,0,0,38,-0.02,-0.02,0,-280,156,-196,-426,447,361,45.93885367,-50.87298243,-85.17535587,30,0.34,0.14,-0.36,-145,132,-224,-553,295,-10,48.9,-60.6,164,33,0.03,0,0.02,234,98,-202,128,528,696,"A"
"16127",16127,6,137,-32.6,130,17,0.06,0.14,-0.54,56,33,-156,170,608,-305,-31.2,-16.6,-56.6,10,3.63,-1.56,-0.28,-89,14,41,425,320,415,58.77840077,-41.82107743,-81.29832175,13,-1.4,1.69,1.33,-52,71,-93,-511,306,112,0,0,0,32,0.67,1.85,0.72,-307,-48,-50,-206,-587,3,"E"
"3251",3251,406,0.34,5.09,-88,5,0.02,0,-0.02,-16,0,48,53,643,-300,0,0,0,37,0,-0.02,0.02,-274,160,-176,-412,409,424,55.61723549,-50.84239976,-76.97002539,30,0.37,0.14,-0.43,-142,154,-203,-521,333,54,53.8,-47.6,160,33,-0.05,0.1,-0.15,231,113,-199,119,560,647,"A"
"12484",12484,764,117,14.1,-1.64,17,0.08,0.1,-0.18,-19,60,-158,32,607,-328,-44.1,-25.2,-27.5,5,2.65,-1.64,1.2,32,-40,2,650,122,265,-100.126729,-41.97086077,36.09485143,8,0.06,0.34,-0.11,-30,-62,26,-465,397,7,14.4,10.7,-96.6,18,0.03,-1.93,-1.85,-65,145,71,-290,800,810,"C"
"15030",15030,576,125,-42.1,166,18,0.06,0.11,-0.18,47,46,-160,161,599,-305,-39.3,-57.6,7.52,20,-1.04,-0.31,0.77,118,-105,-121,767,-34,-15,64.29538871,-23.87873008,-87.03882505,19,0.35,0.16,-0.1,-43,109,-139,-502,361,29,0,0,0,40,0.96,1.8,0.52,-366,141,29,-629,-3,474,"D"
"16884",16884,146,138,8.2,27.8,20,-0.11,0.11,-0.71,-16,45,-193,42,566,-386,-74.8,-34.5,23.8,31,1.12,-0.83,0.9,160,-156,-203,690,-106,-204,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,-102,32.3,-139,52,0.1,1,0.1,-436,-267,-25,-438,-346,140,"E"
"11544",11544,553,127,-41.3,162,18,0.08,0.11,-0.16,48,47,-160,166,607,-316,-5.86,39.2,-82.1,29,0.24,-0.51,0.44,-285,-35,-31,-347,347,539,51.43207629,-26.06252563,-98.20165474,17,0.22,0.11,-0.26,-44,84,-142,-548,286,35,0,0,0,39,0.63,1.3,0.43,-23,384,-6,-188,807,717,"C"
"4839",4839,683,119,16.1,1.74,18,0.05,0.13,-0.13,-26,61,-161,21,606,-323,-21.2,-2.76,-51.3,10,1.94,-1.2,0.52,-90,-16,38,343,248,509,110.7148718,46.3647609,0,2,-0.21,0.1,-0.05,8,16,0,-457,408,-203,13,27,-101,17,0.64,-1.85,-0.25,-140,67,68,-467,767,720,"A"
"19579",19579,847,4.47,5.1,-92,2,0.02,0.03,0.59,-15,1,-7,11,581,-360,58.6,-5.57,67.2,21,2.42,-0.58,-0.36,-141,152,27,169,223,571,-136.1802055,17.3499745,11.53426492,2,0.16,-0.37,-0.54,3,-17,2,-614,165,-37,-154,38.8,-110,22,0.02,-4.37,-0.87,-61,-50,-197,-233,-490,192,"E"
"2197",2197,240,2.04,3.96,-89.2,2,-0.08,0.02,0,-5,3,14,44,569,-434,78.9,-15.4,70.8,22,-2.7,1.45,-0.72,-88,199,-5,334,168,553,-144.8276085,-7.642080756,-9.557851156,5,0.32,-0.31,0.23,-4,-52,-5,-474,188,273,-178,10.8,-51,28,-0.27,-2.17,0.03,72,-199,176,371,-823,123,"A"
